product_id,product_name,original_price,category_id,stock,slug,vendor_id,ratings,date_add,brand,product_description
32202,Không Dây Mới Chuông Cửa Chào Mừng Nhà Thông Minh Gọi Cửa Cảm Ứng Đèn Ngủ Từ Xa 150M Nguồn USB Chống Thấm Nước Cho Văn Phòng Tại Nhà,2471000.0,249,503,khong-day-moi-chuong-cua-chao-mung-nha-thong-minh-goi-cua-cam-ung-den-ngu-tu-xa-150m-nguon-usb-chong-tham-nuoc-cho-van-phong-tai-nha-32202,2,5.0,2024-10-30,No brand,
175232,"1 PC 5 ""Kẽm Hợp Kim Tấm Cửa Số Kim Loại Nổi Nhân Vật Cho Biển Hiệu Cửa Vườn Hộp Thư Trang Trí Với Bộ Dụng Cụ Làm Móng Tay phủ Màu Đen",1211000.0,249,1,1-pc-5-kem-hop-kim-tam-cua-so-kim-loai-noi-nhan-vat-cho-bien-hieu-cua-vuon-hop-thu-trang-tri-voi-bo-dung-cu-lam-mong-tay-phu-mau-den-175989,1,5.0,2024-10-06,No brand,
221929,Bình tưới vườn Bình tưới trang trí có vòi dài Bình nước bền Bình tưới nước chống tràn cho cây trồng trong nhà sân vườn,526000.0,249,999,binh-tuoi-vuon-binh-tuoi-trang-tri-co-voi-dai-binh-nuoc-ben-binh-tuoi-nuoc-chong-tran-cho-cay-trong-trong-nha-san-vuon-222805,1,5.0,2024-05-01,No brand,
32025,Tuya Thông Minh Video Chuông Cửa Nhà Nhìn Trộm Cửa Camera 1080P Wifi 4.3 Inch HD Ban Đêm PIR Cuộc Gọi Không Dây Chuông Alexa chuông Cửa,4856000.0,249,50,tuya-thong-minh-video-chuong-cua-nha-nhin-trom-cua-camera-1080p-wifi-4-3-inch-hd-ban-dem-pir-cuoc-goi-khong-day-chuong-alexa-chuong-cua-32025,1,4.2,2024-05-01,Juniorcare,
222623,1 Máy Phun Nước Mini Khu Vườn Nhà Trong Nhà Hoa Vintage Kim Loại Tưới Cây Sắt Pott,526000.0,249,10,1-may-phun-nuoc-mini-khu-vuon-nha-trong-nha-hoa-vintage-kim-loai-tuoi-cay-sat-pott-223501,1,2.5,2024-10-20,No brand,
222138,Hoa Cho Chim Ăn Hộp Đựng Kim Loại Sân Vườn Ngoài Trời Coneflower Chim Ăn Chai Ngoài Trời Trong Nhà Sân Vườn Bãi Cỏ Trang Trí,1620000.0,249,90,hoa-cho-chim-an-hop-dung-kim-loai-san-vuon-ngoai-troi-coneflower-chim-an-chai-ngoai-troi-trong-nha-san-vuon-bai-co-trang-tri-223014,2,4.22,2024-05-07,Alloet,
170789,Pha Lê Chuông Gió Mặt Trời Đuổi Bắt Mặt Dây Treo Đèn Bắt Trang Sức Chuông Gió Cho Khu Vườn Nhà Cưới Trang Trí Sân Vườn,786000.0,249,300,pha-le-chuong-gio-mat-troi-duoi-bat-mat-day-treo-den-bat-trang-suc-chuong-gio-cho-khu-vuon-nha-cuoi-trang-tri-san-vuon-171541,2,4.7,2024-01-21,No brand,
241744,Vintage Máy Phun Áp Lực Vườn Vật Có Hoa Nước Sương Chai Thủy Tinh Tưới Cây Nồi Trang Trí Nhà Sân Vườn Tiếp Liệu,1503000.0,249,99,vintage-may-phun-ap-luc-vuon-vat-co-hoa-nuoc-suong-chai-thuy-tinh-tuoi-cay-noi-trang-tri-nha-san-vuon-tiep-lieu-242684,1,4.0,2024-07-07,No brand,
188957,Robot lau cửa sổ Nhà hoàn toàn tự điện Cửa sổ thông minh cao cấp Lau và rửa kính 2 mặt,19017000.0,249,76,robot-lau-cua-so-nha-hoan-toan-tu-dien-cua-so-thong-minh-cao-cap-lau-va-rua-kinh-2-mat-189748,1,4.32,2024-06-28,Saintciaga,
241500,1.2L Làm Vườn Tưới Cây Hoa Chậu Tưới Cây Nhà Dài Miệng Thép Không Gỉ Cong Miệng Tưới Cây Có Thể Làm Vườn Tiếp Liệu,1389000.0,249,208,1-2l-lam-vuon-tuoi-cay-hoa-chau-tuoi-cay-nha-dai-mieng-thep-khong-gi-cong-mieng-tuoi-cay-co-the-lam-vuon-tiep-lieu-242439,2,4.23,2024-11-06,Aleekit,
194906,Phong Cách Châu Âu Retro Nhà/Kỹ Thuật Bãi Cỏ Đèn Ngoài Trời Chống Nước Đường Sân Vườn Đường Cực Cao E27 Đèn Sân Vườn,1669000.0,249,192,phong-cach-chau-au-retro-nha-ky-thuat-bai-co-den-ngoai-troi-chong-nuoc-duong-san-vuon-duong-cuc-cao-e27-den-san-vuon-195705,1,3.5,2024-09-07,Ynhaw,
241383,Bình tưới cây cho trẻ em Chậu sắt Ấm siêu tốc làm vườn Nhà trồng hoa cho cây Trẻ em trong nhà,1622000.0,249,7,binh-tuoi-cay-cho-tre-em-chau-sat-am-sieu-toc-lam-vuon-nha-trong-hoa-cho-cay-tre-em-trong-nha-242322,1,3.88,2024-03-21,No brand,
242019,Tượng Cherub Cầu Nguyện Tượng Thiên Thần Hình Trang Trí Sân Vườn Nhà,911000.0,249,9,tuong-cherub-cau-nguyen-tuong-thien-than-hinh-trang-tri-san-vuon-nha-242959,2,4.0,2024-02-05,No brand,
221334,1L Nhựa Dài Vòi Tưới Cây Làm Vườn Bình Tưới Cây Có Thể Tháo Rời Ấm Siêu Tốc Dung Tích Lớn Khu Vườn Nhà Trồng Cây Tưới Cây,1101000.0,249,10,1l-nhua-dai-voi-tuoi-cay-lam-vuon-binh-tuoi-cay-co-the-thao-roi-am-sieu-toc-dung-tich-lon-khu-vuon-nha-trong-cay-tuoi-cay-222210,1,5.0,2024-05-24,No brand,
227953,"Bình tưới nước cầm tay 11 inch Ấm đun nước làm vườn, Bình tưới 2L để tưới cây trong nhà hoặc làm vườn ngoài trời",526000.0,249,500,binh-tuoi-nuoc-cam-tay-11-inch-am-dun-nuoc-lam-vuon-binh-tuoi-2l-de-tuoi-cay-trong-nha-hoac-lam-vuon-ngoai-troi-228865,2,4.13,2024-01-21,No brand,
227778,1 Lĩnh Vực Cho Ăn Chim Ruồi Bình Treo Vườn Chim Ruồi Ngoài Trời Nhựa Hoa Móc Sắt Ăn Sân Cửa Sổ Chim Người Uống,1016000.0,249,23,1-linh-vuc-cho-an-chim-ruoi-binh-treo-vuon-chim-ruoi-ngoai-troi-nhua-hoa-moc-sat-an-san-cua-so-chim-nguoi-uong-228689,2,5.0,2024-06-03,No brand,
378778,15.35 X 35.04 X 66.14 Nội Thất Nhà Bếp Mỹ Tủ Bảo Quản Vi Sóng 4 Cửa Nhà Trắng,12766000.0,249,48,15-35-x-35-04-x-66-14-noi-that-nha-bep-my-tu-bao-quan-vi-song-4-cua-nha-trang-1564341,2,1.0,2024-02-19,Ruo wu,
189366,Sân vườn Năng Lượng Mặt Trời Reed Đèn Sợi Ngoài Trời Ánh Sáng Không Thấm Nước Đèn Sân Vườn Mô Phỏng Cảnh Quan Đèn Trang Trí Sân Trong Nhà,1657000.0,249,39,san-vuon-nang-luong-mat-troi-reed-den-soi-ngoai-troi-anh-sang-khong-tham-nuoc-den-san-vuon-mo-phong-canh-quan-den-trang-tri-san-trong-nha-190158,1,4.22,2024-07-17,No brand,
174634,1 Chiếc Gnome Lùn Nhựa Hàng Thủ Công Trang Trí Sân Vườn Nhà Đồ Trang Trí Biker Ông Già Đi Xe Máy Tượng Trang Trí Làm Vườn,2395000.0,249,4994,1-chiec-gnome-lun-nhua-hang-thu-cong-trang-tri-san-vuon-nha-do-trang-tri-biker-ong-gia-di-xe-may-tuong-trang-tri-lam-vuon-175391,1,4.17,2024-03-16,No brand,
185002,Halloween năng lượng mặt trời ngoài trời đèn sân vườn nhà vườn biệt thự trang trí đèn đường cầu thang đèn sàn hàng rào đèn tường,625000.0,249,500,halloween-nang-luong-mat-troi-ngoai-troi-den-san-vuon-nha-vuon-biet-thu-trang-tri-den-duong-cau-thang-den-san-hang-rao-den-tuong-185788,2,5.0,2024-06-16,Bmad,
187702,Cửa Sổ Cửa Đường Bàn Chải Cọ Rửa Làm Sạch Khoảng Cách Rãnh Trượt Dụng Cụ Hút Bụi Nhà Bếp Xốp Cầm Tay Khoảng Cách Bàn Chải Cửa Dụng Cụ Gia Đình,526000.0,249,5539,cua-so-cua-duong-ban-chai-co-rua-lam-sach-khoang-cach-ranh-truot-dung-cu-hut-bui-nha-bep-xop-cam-tay-khoang-cach-ban-chai-cua-dung-cu-gia-dinh-188492,2,4.5,2024-01-18,No brand,
264964,50% Che Bóng Vườn Vật Có Bóng Nắng Đường Ngoài Trời Pergola Bóng Lưới Che Ban Công Cửa Sổ Cách Nhiệt Nắng Lưới Che Nắng,2079000.0,249,10,50-che-bong-vuon-vat-co-bong-nang-duong-ngoai-troi-pergola-bong-luoi-che-ban-cong-cua-so-cach-nhiet-nang-luoi-che-nang-265947,2,4.5,2024-01-25,No brand,
206757,30M ~ 120M Nhà Kính Dây Điều Khiển Nhiệt Độ Vườn Ươm Giường Địa Nhiệt Dây Không Khí Đất Làm Nóng Dây Cáp Thực Vật Sân Vườn máy Nóng,526000.0,249,1975,30m-120m-nha-kinh-day-dieu-khien-nhiet-do-vuon-uom-giuong-dia-nhiet-day-khong-khi-dat-lam-nong-day-cap-thuc-vat-san-vuon-may-nong-207575,2,4.31,2024-09-29,No brand,
216878,Bộ 50 Mini Vịt Vàng Dạ Quang Vịt Trang Trí Thu Nhỏ Nhân Vật Vịt Nhỏ Micro Cổ Tích Cảnh Quan Vườn Cổ Tích Vườn Trang Trí Nhà,638000.0,249,53,bo-50-mini-vit-vang-da-quang-vit-trang-tri-thu-nho-nhan-vat-vit-nho-micro-co-tich-canh-quan-vuon-co-tich-vuon-trang-tri-nha-217742,2,4.71,2024-08-30,No brand,
99388,"1 Rèm Tắm Có 12 Móc, Rèm Tắm Chống Thấm Nước Và Mốc, Dùng Cho Cửa Sổ, Trang Trí Phòng, Trang Trí Nhà Cửa",1512000.0,249,63,1-rem-tam-co-12-moc-rem-tam-chong-tham-nuoc-va-moc-dung-cho-cua-so-trang-tri-phong-trang-tri-nha-cua-99388,1,0.0,2024-02-20,No brand,
194058,Thu Nhỏ Nhân Tạo Cầu Cá Vật Trang Trí Nhà Vườn Cổ Tích Hàng Thủ Công Tự Làm Vật Trang Trí Vintage Sân Vườn Mini Trang Trí Decorarion,987000.0,249,6,thu-nho-nhan-tao-cau-ca-vat-trang-tri-nha-vuon-co-tich-hang-thu-cong-tu-lam-vat-trang-tri-vintage-san-vuon-mini-trang-tri-decorarion-194857,2,4.37,2024-08-12,No brand,
277044,Mèo Suncatcher Màu Treo Cửa Sổ Trang Trí Acrylic Ký Giáng Sinh Treo Cho Phòng Ngủ Phòng Khách Văn Phòng Trang Trí Nhà Cửa,698000.0,249,987,meo-suncatcher-mau-treo-cua-so-trang-tri-acrylic-ky-giang-sinh-treo-cho-phong-ngu-phong-khach-van-phong-trang-tri-nha-cua-278113,2,4.2,2024-02-10,No brand,
140590,Thời Trang Cao Cấp-G-Goyards Thoáng Mát Thảm Trải Sàn Phòng Ngủ Cửa Nhà Bếp Nhà Tắm Nhà Siêu Thấm Chân Chống Trơn Trượt,2810000.0,249,3000,thoi-trang-cao-cap-g-goyards-thoang-mat-tham-trai-san-phong-ngu-cua-nha-bep-nha-tam-nha-sieu-tham-chan-chong-tron-truot-141314,1,4.16,2024-05-10,No brand,
240443,Giày Ghế Trước Cửa Nhà Lối Vào Ghế Nhà Thiết Kế Cloakroom Ghế Sofa Dựa Vào Tường Ghế Dài Cuối Giường,7064000.0,249,1000,giay-ghe-truoc-cua-nha-loi-vao-ghe-nha-thiet-ke-cloakroom-ghe-sofa-dua-vao-tuong-ghe-dai-cuoi-giuong-241381,1,1.0,2024-04-24,Xplv,
181925,Hàng Rào Sân Vườn Chiếu Mở Rộng Lưới Mắt Cá Riêng Tư Màn Hàng Rào Cây Nhân Tạo Lá Cây Thường Xuân Hàng Rào Gỗ Cho Sân Vườn Trang Trí Nhà,1566000.0,249,8,hang-rao-san-vuon-chieu-mo-rong-luoi-mat-ca-rieng-tu-man-hang-rao-cay-nhan-tao-la-cay-thuong-xuan-hang-rao-go-cho-san-vuon-trang-tri-nha-182701,1,3.96,2024-06-12,No brand,
221818,Nhựa Dễ Thương Hình Con Voi Tưới Cây Nồi Có Thể Trồng Ngoài Trời Thủy Lợi Phụ Kiện Nhà Dụng Cụ Làm Vườn Thiết Bị Làm Vườn Tiếp Liệu,526000.0,249,8,nhua-de-thuong-hinh-con-voi-tuoi-cay-noi-co-the-trong-ngoai-troi-thuy-loi-phu-kien-nha-dung-cu-lam-vuon-thiet-bi-lam-vuon-tiep-lieu-222694,2,4.36,2024-04-11,No brand,
168437,5-200 Chiếc Bạt Phủ Kẹp Nhựa Ngoài Trời Bóng Vải Kẹp Vườn Tòa Nhà Hàng Rào Lưới Sửa Kẹp Bạt Phủ Móc Cắm Trại dụng Cụ Làm Vườn,797000.0,249,9,5-200-chiec-bat-phu-kep-nhua-ngoai-troi-bong-vai-kep-vuon-toa-nha-hang-rao-luoi-sua-kep-bat-phu-moc-cam-trai-dung-cu-lam-vuon-169188,1,4.7,2024-05-27,No brand,
