review_id,review_content,review_rating,review_date,product_id,customer_id
25,"Harga produk ini berpatutan, walaupun beberapa ciri asas perlu dipertingkatkan untuk meningkatkan pengalaman pengguna.",4,2024-10-16,193266,2
26,"Этот продукт, хотя и дешевый, требует значительного улучшения качества для достижения более высокого уровня удовлетворенности клиентов.",4,2024-08-30,193266,2
27,该产品价格合理，但不便宜；它只能满足基本需求。,4,2024-10-18,193266,3
28,产品价格天高，但质量却很差。,3,2024-08-15,193266,1
29,品質が良くありません。  薄い合板にプリントされています。印刷もかなり濃いので屋外ではあまり長持ちしません,1,2024-09-04,174133,4
30,適合受領製品,5,2024-09-22,243083,3
31,هذا المنتج متوسط ​​السعر، مما يوفر خيارًا معقولًا لأولئك الذين لا يريدون إنفاق الكثير.,4,2024-09-28,222353,3
32,저렴한 가격만으로는 이 제품의 낮은 품질을 보상하기에는 부족합니다.,5,2024-09-20,222353,3
33,"यह कीमत उत्पाद को विशेष रूप से आकर्षक विकल्प नहीं बनाती, बस पर्याप्त है।",4,2024-08-18,222353,1
34,Pas comme prévu.,3,2024-10-18,222353,4
35,Produk memerlukan banyak penambahbaikan untuk berbaloi dengan wang.,3,2024-09-09,222353,3
36,Chất lượng sản phẩm không biện minh cho giá cả.,4,2024-09-29,222353,3
37,Mức giá này có thể chấp nhận được nhưng không tạo ra sự khác biệt đáng kể so với các lựa chọn cạnh tranh.,4,2024-09-01,222353,2
38,Questo prezzo è davvero ragionevole; Sono soddisfatto di questo prezzo rispetto alla qualità ricevuta.,4,2024-09-27,222353,2
39,"Der Preis dieses Produkts ist äußerst angemessen, ein früher Kauf ist kein Verlust.",3,2024-10-30,222353,4
40,"Bu ürün verdiğim paraya değmiyor, kalitesi çok düşük.",4,2024-09-11,222353,3
41,"Dieses Produkt hat einen durchschnittlichen Preis, ist nicht teuer, aber es mangelt an ansprechenden Funktionen.",3,2024-09-28,222353,3
42,"This product is too expensive, I don't think I will buy it again.",4,2024-09-02,222353,4
43,Harga ini boleh dilihat sebagai sederhana tetapi tidak benar-benar menawarkan perasaan mendapat tawaran yang sebenar.,4,2024-08-24,222353,4
44,이 제품은 저렴하지만 품질이 기대만큼 좋지 않아 품질 업그레이드가 필요합니다.,4,2024-09-02,222353,4
45,"Der Preis dieses Produkts ist konkurrenzfähig, aber die Qualität ist nur durchschnittlich und reicht nicht aus, um einen signifikanten Unterschied zu machen.",4,2024-08-18,222353,3
46,이 제품의 가격은 유사한 제품과 비교했을 때 상대적으로 적절합니다.,4,2024-10-28,222353,1
47,この製品の価格は平均的ですが、ユーザーのニーズに応えるためには品質の向上が必要です。,3,2024-11-01,222353,4
48,"המוצר מתומחר טוב מאוד, מתאים לתקציב שחשבתי, בהחלט שווה את הכסף.",4,2024-09-07,222353,2
49,Este precio es demasiado alto en comparación con lo que ofrece el producto.,4,2024-09-17,222353,3
50,Cena jest zbyt wysoka.,4,2024-10-16,222353,3
51,Bu ürünün fiyatı rekabetçi olarak görülüyor ve günlük ihtiyaçlar için uygun maliyetli çözümler arayan müşterileri çekiyor.,4,2024-10-09,222353,2
52,गुणवत्ता अपेक्षाओं के अनुरूप नहीं है.,4,2024-09-16,222353,4
53,"Giá của sản phẩm này là không hợp lý, không hài lòng.",4,2024-08-06,222353,3
54,इस कीमत के बारे में और सोचने की जरूरत है.,3,2024-09-09,222353,4
55,"Za tę cenę uważam, że ten produkt jest naprawdę lepszy w porównaniu do innych opcji dostępnych na rynku.",3,2024-09-28,222353,4
56,"Este producto tiene un precio inicial razonable, pero su calidad aún necesita mejorar.",4,2024-08-18,222353,3
57,Good product,5,2024-10-01,224499,3
58,धन्यवाद,5,2024-10-07,224499,2
59,lovely,5,2024-10-09,224499,4
60,Gracias.,5,2024-08-06,224499,3
61,Ładny,5,2024-09-02,224499,4
62,"Желание улучшить качество, чтобы оно соответствовало цене.",3,2024-08-17,381686,1
63,Harga produk ini boleh diterima tetapi tidak cukup untuk menjadikannya mencuri di mata pengguna.,4,2024-09-12,381686,3
64,"Pilihan harga yang berpatutan dengan kualiti yang tidak boleh dipertikaikan, pastinya berbaloi untuk dibeli.",3,2024-09-09,381686,2
65,"Sản phẩm này mang lại giá trị vượt xa số tiền tôi bỏ ra, thực sự là một món hời không thể bỏ qua.",4,2024-09-30,381686,4
66,"Цена этого продукта не настолько дешевая, чтобы ее можно было украсть, она просто нормальная.",3,2024-10-17,381686,1
67,该产品需要显着提高质量才能证明其价格合理。,4,2024-10-20,381686,1
68,"Mức giá của sản phẩm này không quá hấp dẫn, phù hợp với chất lượng trung bình mà nó mang lại, không có gì đáng chú ý.",4,2024-08-25,381686,3
69,テクノロジーを愛し、長年付き合える製品を求める人に適した価格です。,3,2024-08-19,381686,4
70,"Ce produit est bon marché, mais la qualité est tout juste suffisante.",3,2024-10-27,381686,4
71,Not as good as the last purchase.,4,2024-08-10,381686,1
72,"ऊंची कीमत लेकिन उत्पाद आवश्यकताओं को पूरा नहीं करता है, जो बहुत निराशाजनक है।",3,2024-08-25,381686,1
73,이 제품은 가격이 보통 수준이고 비싸지는 않지만 매력적인 기능이 부족합니다.,3,2024-08-27,381686,3
74,이 가격은 특별한 것은 아니지만 제품이 제공하는 품질에 비해 허용됩니다.,4,2024-10-28,381686,1
75,"Barato, mas a qualidade não é garantida, não é adequada para todos.",4,2024-10-24,381686,4
76,"Menjadi murah tidak mencukupi, produk memerlukan peningkatan kualiti.",3,2024-10-05,381686,1
77,이 제품은 상당히 정상적인 가격으로 즉시 구매하기에 그다지 매력적이지 않습니다.,3,2024-10-16,381686,3
78,"Bu ürünün fiyatı çok özel değil, sadece dikkate alınması yeterli",4,2024-10-02,381686,1
79,Piyasadaki benzer ürünlere göre fiyatı çok iyi.,4,2024-11-01,381686,4
80,与其提供的质量相比，该产品的价格相当高，但是，仍然有一些积极的方面。,3,2024-09-02,381686,1
81,Ce prix est vraiment une bonne affaire ; produit de haute qualité à un prix incroyablement abordable.,4,2024-08-22,381686,3
82,"पैसे बचाएं, लेकिन संतुष्ट नहीं.",3,2024-10-31,381686,4
83,"Kualiti produk tidak membenarkan harga yang saya bayar, memerlukan penambahbaikan.",4,2024-10-20,139220,1
84,Harga produk ini sepadan dengan ketahanan dan ciri modennya.,4,2024-10-02,139220,2
85,"Конкурентоспособная цена, соответствующая качеству товара, покупкой доволен.",3,2024-10-22,139220,2
86,nice,5,2024-09-26,212056,1
87,Parfait!,5,2024-08-02,212056,4
88,ठीक है,5,2024-10-09,212056,4
89,素晴らしい,5,2024-10-10,212056,3
90,מוּשׁלָם,5,2024-08-27,212056,3
91,👍,5,2024-09-17,212056,1
92,Tuyệt,5,2024-08-06,212056,2
93,Lindo,5,2024-08-20,212056,1
94,מוּשׁלָם,5,2024-08-26,212056,2
95,설명대로,5,2024-09-07,212056,3
96,alles wie beschrieben,5,2024-09-21,212056,1
97,In Ordnung,5,2024-10-08,212056,3
98,Pas encore utilisé,5,2024-09-11,212056,4
99,사랑스러운,5,2024-09-02,212056,4
100,محبوب,5,2024-10-20,212056,4
101,لطيف - جيد,4,2024-09-12,212056,1
102,Freddo,5,2024-10-21,224537,3
103,Cảm ơn bạn rất tốt.,5,2024-08-14,224537,1
104,とても順調です,5,2024-09-20,224063,1
105,अच्छी बात है।,5,2024-09-03,224063,4
106,बहुत अच्छा,5,2024-08-09,224063,4
107,קטן מאוד,5,2024-09-20,224063,1
108,สินค้าดีเยี่ยม,5,2024-09-06,222792,2
109,olha o tamanho da foto que eles oferecem e olha o que chegou. Estou desapontado,3,2024-09-15,175361,2
110,ज़रा सा,1,2024-10-02,175361,4
111,İyi ürün,5,2024-08-01,224730,4
112,OK,5,2024-10-17,224730,3
113,todo bien,5,2024-10-26,224730,1
114,ممتاز,5,2024-09-03,224730,1
115,Fajny,5,2024-10-26,224730,3
116,"Molto bello, grazie",5,2024-10-22,224730,1
117,פרימה,4,2024-09-03,160125,3
118,Buon prodotto,5,2024-08-18,160125,4
119,מְעוּלֶה,5,2024-09-25,160125,4
120,Super!,5,2024-10-23,160125,3
121,Siêu!,5,2024-09-13,160125,1
122,Gracias.,5,2024-09-28,160125,2
123,Alright,5,2024-08-29,160125,4
124,Très agréable.,5,2024-09-24,160125,4
125,सब कुछ ठीक है,5,2024-10-27,160125,1
126,अच्छी तरह से काम,5,2024-10-25,160125,3
127,entsprechend,4,2024-10-06,160125,4
128,Chức năng của nó có,5,2024-10-13,160125,4
129,BOM,5,2024-08-22,160125,2
130,"उत्पाद की कीमत मेरी अपेक्षाओं की तुलना में बहुत कम है, वास्तव में एक सौदा है।",4,2024-10-03,221228,1
131,מחיר מצוין עבור מוצר באיכות גבוהה; אני מאוד מרוצה ואשמח,4,2024-09-14,222245,1
132,이 제품의 가격은 다소 높지만 애프터 서비스는 훌륭합니다.,4,2024-10-30,222245,3
133,Produk ini berharga hebat. Saya telah menyemak pasaran dan mendapati bahawa harga ini adalah salah satu pilihan terbaik untuk kualiti yang anda terima.,3,2024-08-03,222245,3
134,"O preço deste produto é razoável, mas necessita de novos recursos para aumentar seu valor.",3,2024-08-15,222245,1
135,"Цена на удивление низкая по сравнению с качеством продукции, поистине поразительным.",4,2024-10-09,222245,1
136,"Il prezzo di questo prodotto è alto, ma vale sicuramente ogni investimento.",3,2024-10-06,222245,4
137,"Товар не оправдал ожиданий, что несколько разочаровало.",4,2024-09-23,222245,2
138,Bu ürünün fiyatından gerçekten memnunum. Bütçeme uyuyor ve kalitesi aynı fiyat aralığındaki diğer ürünleri aşıyor.,4,2024-10-05,222245,1
139,"Этот продукт имеет разумную цену, высоко ценится за свою надежность и отличное послепродажное обслуживание.",3,2024-10-15,222245,2
140,"Harga produk ini adalah sederhana, tidak terlalu mahal tetapi juga tidak rendah, bukan pilihan terbaik.",3,2024-09-10,222245,2
141,ราคาของผลิตภัณฑ์นี้ไม่สูงแต่ก็ไม่ได้ต่อรองเพียงในระดับที่ยอมรับได้,4,2024-09-23,222245,1
142,"Der Preis dieses Produkts ist nicht niedrig genug, um ein Schnäppchen zu sein, sondern gerade noch akzeptabel.",4,2024-09-03,222245,3
143,Không đáng tiền ở mức giá này.,3,2024-08-14,222245,2
144,"This product is affordably priced and performs well, I am very satisfied.",4,2024-09-15,222245,1
145,"Ten produkt jest niedrogi, odpowiedni dla większości konsumentów, oferuje podstawowe funkcje, ale wymaga ulepszeń, aby był bardziej konkurencyjny.",4,2024-10-27,222245,1
146,"Цена приемлемая, но интереса не особо вызывает.",4,2024-08-18,222245,2
147,מחיר גבוה אבל שווה את זה עבור האיכות והשירות לאחר המכירה.,4,2024-08-09,222245,2
148,ราคาของผลิตภัณฑ์นี้ไม่ได้สร้างความประทับใจมากนัก แต่ยอมรับได้เท่านั้น,4,2024-09-03,222245,3
149,سعر هذا المنتج ليس منخفضًا، فهو مناسب للجودة المتوسطة التي يقدمها.,3,2024-09-02,222245,1
150,Giá thành của sản phẩm này rất hợp lý so với tính năng và chất lượng vượt trội của nó.,4,2024-09-09,222245,2
151,"Harga rendah, kualiti rendah, tidak memenuhi keperluan saya.",3,2024-08-25,222245,1
152,السعر مرتفع جدًا مقارنة بما تلقيته، ولا يستحق المال.,4,2024-09-01,222245,2
153,Demasiado caro para un producto mediocre.,4,2024-08-05,222245,3
154,製品の価格が安すぎるので、品質に疑問を感じます。,4,2024-10-22,222245,2
155,제품은 소문이 아닙니다.,3,2024-10-21,222245,3
156,على ما يرام,3,2024-08-12,220056,4
157,Thất vọng với sản phẩm nhận được.,4,2024-08-08,181384,3
158,Harga produk ini sepadan dengan kualiti yang sangat baik yang diberikannya.,4,2024-09-03,181384,2
159,"The product is really poor, expensive.",4,2024-08-21,181384,1
160,"Cena tego produktu jest wystarczająca jedynie do rozważenia, niezbyt wysoka, ale też niewystarczająco przekonująca.",4,2024-10-20,181384,2
161,"Harga produk ini dianggap sederhana, sesuai dengan kualiti yang diberikan tetapi tidak memberikan kepuasan sepenuhnya kepada pengguna.",4,2024-08-10,181384,3
162,이 제품의 가격은 매우 합리적입니다. 나는 구매에 대해 완전히 확신하고 만족합니다.,4,2024-08-07,181384,2
163,价格很有吸引力，但产品质量确实令人失望。,5,2024-08-19,181384,4
164,"उत्पाद की पेशकश के हिसाब से कीमत बहुत अधिक है, मैं संतुष्ट नहीं हूं।",4,2024-10-12,181384,2
165,ผลิตภัณฑ์นี้มีราคาแพงมาก แต่ให้ความคุ้มค่ากับราคามาก,4,2024-10-29,181384,1
166,"Vor dem Kauf hatte ich aufgrund des Preises Bedenken hinsichtlich der Qualität eines so günstigen Produkts, aber nach dem Kauf empfand ich das Produkt als sehr hochwertig.",3,2024-09-05,181384,4
167,"למוצר זה יש מחיר נורמלי למדי, לא מאוד מפתה לרכישה מיידית.",4,2024-09-06,224244,4
168,产品有点贵，但客户服务令我满意。,4,2024-08-09,224244,4
169,"Этот продукт имеет конкурентоспособную цену, что помогает мне сэкономить деньги, сохраняя при этом отличное качество.",4,2024-10-29,224244,2
170,"Bu rekabetçi fiyat, ürünü rakiplerine göre öne çıkarıyor; Hem fiyattan hem de kaliteden tamamen memnunum.",3,2024-10-29,224244,1
171,पूछी गई कीमत के हिसाब से बहुत ख़राब।,3,2024-10-20,224244,3
172,هذا المنتج ليس رخيصًا، لكن جودته عالية، ويستحق المال.,4,2024-10-06,224244,3
173,"Giá của sản phẩm này làm tôi ngạc nhiên, chất lượng tuyệt vời nhưng giá cả lại rất phải chăng, thực sự đáng mua.",4,2024-10-10,224244,1
174,"O preço deste produto é alto em relação aos demais, mas oferece qualidade superior, indicado para quem não se importa em investir em qualidade.",4,2024-09-19,224244,4
175,"למוצר הזה יש מחיר ממוצע, לא יקר ולא זול, לא מאכזב קונים.",4,2024-09-01,224244,4
176,节省了资金，但在产品质量方面付出了巨大牺牲。,3,2024-09-04,224244,2
177,أجد أن سعر هذا المنتج مرتفع جدًا بالنسبة للجودة المقدمة.,3,2024-08-03,224244,4
178,Le prix de ce produit est légèrement plus élevé que prévu mais la qualité est louable.,4,2024-09-10,224244,4
179,"Sparen Sie zunächst Geld, aber auf lange Sicht wird es aufgrund der schlechten Qualität kostspielig.",4,2024-09-27,224244,4
180,"Bom preço, produto de qualidade, continuará a apoiar no futuro.",5,2024-08-14,224244,3
181,"Ich bin mit diesem Preis wirklich zufrieden, das Produkt übertrifft die Kosten bei weitem, ist von hoher Qualität und für alle meine Bedürfnisse geeignet.",3,2024-09-03,224244,3
182,"El precio del producto es relativamente adecuado para la calidad proporcionada, no sobresaliente.",4,2024-09-09,224244,1
183,"Il prezzo è davvero contenuto rispetto alla qualità del prodotto, sono estremamente soddisfatto di questa scelta e consiglio a tutti di prendere in considerazione questo prodotto.",4,2024-10-01,224244,4
184,Niedlich,4,2024-09-25,221136,2
185,ممتاز,5,2024-10-13,221136,3
186,Są urocze,5,2024-10-04,221136,4
187,Uroczy,3,2024-09-12,221136,3
188,Schön,5,2024-08-12,221136,4
189,Sevimli,5,2024-10-07,221136,1
190,ตรวจสอบกับโฆษณา ส่งมอบตรงเวลา บรรจุอย่างดี,5,2024-10-16,221136,4
191,เอาล่ะ,5,2024-08-27,221136,2
192,Sont précieux je les recommande,5,2024-10-06,221136,1
193,これは良いですね。,5,2024-09-12,221136,4
194,👍,5,2024-09-09,221136,3
195,Fofinho,5,2024-08-16,221136,3
196,제품 가격이 내 기대에 비해 매우 낮습니다. 정말 저렴한 가격입니다.,3,2024-08-09,224860,1
197,"Wunsch, die Qualität entsprechend dem Preis zu verbessern.",4,2024-08-25,224860,1
198,Price is truly,4,2024-09-22,224860,4
199,这个价格算是比较实惠的，虽然产品只满足基本的满意度。,3,2024-10-14,241488,2
200,这款产品的价格确实让我惊喜，高品质，价格非常实惠，是一个不错的选择。,4,2024-08-04,241488,3
201,"Estoy muy satisfecho con este precio, el producto es muy bueno.",4,2024-08-03,241488,2
202,Precisa melhorar a qualidade do produto para não decepcionar os clientes.,4,2024-10-29,241488,3
203,الجودة الرديئة لهذا المنتج لا تتناسب مع السعر الذي دفعته.,4,2024-08-24,241488,2
204,سعر هذا المنتج مرتفع، لكن ميزاته الفائقة وخدمة ما بعد البيع الممتازة تجعله خيارًا جذابًا.,3,2024-08-09,241488,3
205,Il prezzo di questo prodotto è più alto rispetto ad alcuni concorrenti ma offre una chiara differenza in termini di qualità.,4,2024-10-13,241488,2
206,"Prima dell'acquisto il prezzo mi metteva in apprensione sulla qualità di un prodotto così economico, ma dopo l'acquisto ho trovato il prodotto di altissima qualità.",4,2024-08-10,241488,1
207,"Kecewa betul, tak puas hati.",4,2024-09-17,241488,3
208,Harga ini tidak memuaskan hati pembeli sepenuhnya,4,2024-10-10,241488,4
209,"Prix ​​​​des produits compétitifs, je suis satisfait de ce prix.",3,2024-08-15,241488,3
210,Äußerst attraktiver Preis für,4,2024-10-24,241488,1
211,कीमत वास्तव में उचित है; मैं ऐसी कीमत और गुणवत्ता के लिए और अधिक नहीं मांग सकता।,3,2024-10-23,241488,2
212,"The price of this product is not too expensive but also not cheap, it's average.",3,2024-10-03,241488,3
213,"O preço do produto cabe no orçamento da maioria dos usuários, vale muito a pena adquirir.",4,2024-08-15,241488,4
214,Ein günstiger Preis überschattet nicht die schlechte Qualität dieses Produkts.,4,2024-09-01,241488,4
215,تحصل على ما تدفعه مقابل، رخيصة ولكن ذات نوعية رديئة للغاية.,4,2024-10-30,241488,3
216,"Cena ta odpowiada jakości produktu, przynosząc satysfakcję klientom.",4,2024-10-16,241488,2
217,Este precio es demasiado alto en comparación con lo que ofrece el producto.,4,2024-11-03,241488,3
218,מחיר זה גבוה מדי עבור מוצר שאיכותו אינה מקובלת; יש צורך בשיפור מהיר.,4,2024-08-24,241488,2
219,"Цена на этот продукт очень доступная, я полностью удовлетворен его ценностью, высоким качеством по цене, которая не может быть лучше.",4,2024-10-24,241488,1
220,Saya sangat berpuas hati dengan harga ini; ia sepadan dengan kualiti produk yang saya terima.,4,2024-08-05,241488,2
221,Harganya memang berpatutan; Saya tidak boleh meminta lebih untuk harga dan kualiti sedemikian.,4,2024-09-26,241488,3
222,ราคานี้สะท้อนถึงมูลค่าเฉลี่ยของสินค้าไม่สูงหรือต่ำเกินไปเพียงแต่เพียงพอ,3,2024-09-24,241488,1
223,ราคาของผลิตภัณฑ์นี้เป็นที่ยอมรับ โดยพิจารณาจากความต้องการของตลาดในปัจจุบันและคุณสมบัติที่มีให้,4,2024-10-30,241488,1
224,Good,4,2024-09-16,271958,4
225,buena calidad,5,2024-09-29,271958,1
226,very good and arrived fast,5,2024-08-18,271958,1
227,Harika üretilmiş,5,2024-09-28,271958,4
228,Siuuuuuooerrvvghjvfg Tavsiye edebilirim!!,5,2024-09-08,175232,3
229,"Chất lượng rất tốt Giá cả, khả năng chống chịu và kích thước đáng kể. Tôi khuyên bạn nên nó.",5,2024-09-30,175232,1
230,마음에 들어서 나머지 주소도 구매했어요😊,5,2024-10-23,175232,2
231,"The price of this product only warrants consideration, not an immediate purchase.",4,2024-09-25,32025,2
232,แคระ,1,2024-09-15,222623,2
233,"Produk ini mempunyai harga yang berpatutan, tetapi penambahbaikan dalam kualiti dan ciri diperlukan untuk berdaya saing.",3,2024-10-22,222138,4
234,"O produto é caro, não vale a qualidade oferecida.",3,2024-08-05,222138,2
235,لا يستحق المال بهذا السعر.,4,2024-10-04,222138,3
236,"Цена этого продукта слишком разумна; Я считаю, что это идеальный выбор для моего бюджета.",3,2024-08-26,222138,1
237,"उत्पाद की कीमत मेरी अपेक्षाओं की तुलना में बहुत कम है, वास्तव में एक सौदा है।",4,2024-08-17,222138,4
238,Das Produkt ist preisgünstig und erfüllt meine Erwartungen an ein wirksames Produkt.,3,2024-08-14,222138,3
239,"Этот продукт довольно дорогой, но он обеспечивает отличное соотношение цены и качества.",3,2024-09-13,222138,1
240,この製品の価格は平均的なもので、安くもありませんが、高すぎません。,3,2024-09-29,222138,1
241,Il prezzo di questo prodotto è sufficiente da considerare ma non abbastanza basso da indurre all'acquisto immediato.,4,2024-08-04,222138,2
242,Harganya terlalu tinggi berbanding piawaian pasaran semasa.,4,2024-08-18,222138,2
243,이 제품의 가격은 나를 놀라게 합니다. 합리적인 가격에 높은 품질.,4,2024-09-09,222138,2
244,"מחיר זה עשוי להרגיש גבוה, אך אין להכחיש את איכות המוצר.",4,2024-09-10,222138,4
245,"Produkt nie wart swojej ceny, żałuję.",4,2024-08-20,222138,2
246,Cena tego produktu jest naprawdę dużą zaletą.,3,2024-08-03,222138,3
247,"इस उत्पाद की कीमत उचित है, इसकी विश्वसनीयता और बिक्री के बाद की उत्कृष्ट सेवा के लिए इसे अत्यधिक सराहा जाता है।",4,2024-09-15,222138,2
248,"Billig kaufen, sofort bereuen.",3,2024-09-26,222138,4
249,这个产品的价格让我非常满意。我查了一下市场价格，发现这个价格极具竞争力。,4,2024-08-21,222138,2
250,"Cena produktu jest zbyt wysoka, nie warta swojej wartości.",4,2024-09-14,222138,2
251,"This product is priced acceptably but doesn't stand out compared to similar products, just an option if you don't have high demands.",4,2024-10-05,222138,1
252,"Avec ce prix, le produit devrait offrir des fonctionnalités plus remarquables.",5,2024-09-01,222138,1
253,Giá cao nhưng chất lượng sản phẩm không chê vào đâu được.,4,2024-08-16,222138,4
254,Harga yang kompetitif ini menjadikan produk itu salah satu pilihan terbaik di pasaran hari ini.,4,2024-08-11,222138,2
255,"Harga produk ini sangat berpatutan, terutamanya apabila anda mempertimbangkan ketahanan dan prestasi yang ditawarkannya. Ia adalah satu perjanjian yang benar-benar berbaloi.",3,2024-10-04,222138,4
256,"Товар не оправдал ожиданий, это печально.",4,2024-10-06,222138,2
257,לא מרוצה מהאיכות הירודה של המוצר.,4,2024-10-27,222138,3
258,ราคาสมเหตุสมผลมาก ฉันไม่สามารถขอราคาและคุณภาพเพิ่มเติมได้,4,2024-08-11,222138,3
259,इस उत्पाद को खरीदते समय यह कीमत एक महत्वपूर्ण लाभ है; मैं बहुत प्रसन्न हूं.,4,2024-09-03,222138,4
260,"यह उत्पाद मेरे द्वारा खर्च किए गए पैसे के लायक नहीं है, गुणवत्ता बहुत खराब है।",3,2024-08-24,222138,1
261,"Harga sesuai, kualiti unggul, disyorkan.",3,2024-09-27,222138,2
262,Хороший!,5,2024-10-08,170789,4
263,חָמוּד,5,2024-08-14,170789,3
264,10/10,5,2024-10-17,170789,2
265,धन्यवाद,5,2024-10-17,170789,1
266,"Loket super, untuk wang yang sangat hebat. Dia datang sangat cepat. Ia memantulkan cahaya dengan indah. Saya gembira",5,2024-08-17,170789,3
267,"No real Precious stones, but effect is fun! Come somewhere else to hang, but you have an impression. Delivery with 6 days, super fast.",4,2024-08-05,170789,4
268,スーパーペンダント、本当にお得な価格です。彼女はとても早く来ました。光を美しく反射します。嬉しいです。,5,2024-08-01,170789,1
269,Оглушительный!! Он прибыл в идеальном состоянии!!,5,2024-09-09,170789,2
270,感觉有点便宜但是有用,4,2024-10-13,170789,2
271,"Schön, solide verarbeitet, sehr schneller Versand",5,2024-08-10,170789,1
272,Duge garny lovets、プラスチックの結晶。,5,2024-09-22,170789,1
273,सब अच्छा मिला,5,2024-10-14,170789,2
274,decepcionado de que ya estuviera hecho. aunque fue muy lindo,5,2024-08-12,170789,2
275,学校でトリミングされたシュヴィドカの配達。私が来た10日間、私はショーの配信を見て雄牛でした！ (ジトーミル) 副官をお勧めします、さらにかっこよさが溢れます。,5,2024-09-19,170789,3
276,"아주 좋아요, 빛이 반사되어 예뻐요. 밖에 있는 나무에 걸어두었어요
뭔가 작지만 아름답네요",5,2024-09-27,170789,3
277,ah benim çok güzelim,5,2024-09-07,170789,2
278,Le produit est solide et fait le job,5,2024-09-15,170789,2
279,best purchase i've ever made!!!,5,2024-10-19,170789,4
280,बिल्कुल वैसी ही सुंदर जैसी मुझे उम्मीद थी,5,2024-10-13,170789,1
281,Yedi süs olarak çok tatlı,5,2024-08-14,170789,1
282,"Пришло, мне очень понравилось",5,2024-09-16,170789,1
283,"chegou quebrado, infelizmente, mas o vendedor foi maravilhoso e receptivo - imediatamente reembolsado.",3,2024-08-15,170789,3
284,É muito bonito quando está ao sol,5,2024-09-07,170789,1
285,มันทำให้แสงสวยในดวงอาทิตย์ที่ฉันรัก,5,2024-09-07,170789,2
286,とても素敵なレンダリング!!!!,5,2024-10-05,170789,3
287,אני אוהב את לוכד השמש הזה,5,2024-08-19,170789,4
288,tuyệt vời,5,2024-10-19,170789,4
289,"सस्ता अच्छा नहीं है, अच्छा सस्ता नहीं है।",4,2024-09-19,188957,1
290,"Kecewa betul, tak puas hati.",4,2024-09-16,188957,4
291,"Le prix de ce produit est élevé, mais vaut vraiment chaque investissement.",4,2024-08-29,188957,1
292,Sono molto soddisfatto di questo prezzo; dimostra che il prodotto non è solo economico ma anche buono.,4,2024-09-28,188957,4
