order_id,order_number,shipping_date,order_date,order_status,order_total,total_price,address_id,customer_id
42,42,2024-01-30,2024-10-18,completed,1,1272000.0,2,1
43,43,2024-06-04,2024-11-06,completed,1,3260000.0,1,3
44,44,2024-05-24,2024-11-12,cancelled,1,749000.0,4,3
45,45,2024-08-03,2024-11-07,completed,1,903000.0,1,1
46,46,2024-02-05,2024-08-06,completed,1,53763000.0,4,3
47,47,2024-05-09,2024-06-23,cancelled,1,4008000.0,1,1
48,48,2024-01-15,2024-08-15,completed,1,1578000.0,2,2
49,49,2024-09-02,2024-10-08,cancelled,1,1555000.0,4,2
50,50,2024-04-15,2024-08-30,completed,1,2297000.0,2,3
51,51,2024-05-17,2024-09-17,completed,1,13634000.0,1,2
52,52,2024-01-11,2024-01-15,completed,1,2004000.0,2,1
53,53,2024-02-10,2024-07-03,completed,1,1712000.0,3,1
54,54,2024-05-23,2024-10-20,completed,1,5890000.0,4,1
55,55,2024-06-28,2024-09-03,cancelled,1,2541000.0,4,2
56,56,2024-11-04,2024-11-12,completed,1,4564000.0,1,1
57,57,2024-02-15,2024-10-31,completed,1,10286000.0,1,3
58,58,2024-08-23,2024-09-26,completed,1,3452000.0,2,3
59,59,2024-08-27,2024-09-20,completed,1,5397000.0,4,1
60,60,2024-07-11,2024-09-05,completed,1,1578000.0,2,3
61,61,2024-05-28,2024-07-27,completed,1,4044000.0,1,2
62,62,2024-10-20,2024-10-22,completed,1,796000.0,4,2
63,63,2024-04-28,2024-06-26,completed,1,6015000.0,3,2
64,64,2024-04-07,2024-08-12,completed,1,6220000.0,3,3
65,65,2024-10-04,2024-11-03,completed,1,6414000.0,4,2
66,66,2024-09-02,2024-09-11,completed,1,2170000.0,2,2
67,67,2024-05-15,2024-06-26,completed,1,18382000.0,1,1
68,68,2024-04-09,2024-05-15,completed,1,19482000.0,2,1
69,69,2024-04-29,2024-05-31,completed,1,2339000.0,4,2
70,70,2024-05-13,2024-09-22,completed,1,647000.0,3,2
71,71,2024-06-21,2024-08-21,completed,1,5841000.0,1,1
72,72,2024-03-26,2024-06-23,completed,1,2412000.0,4,3
73,73,2024-02-02,2024-03-04,cancelled,1,2658000.0,2,3
74,74,2024-04-06,2024-06-17,completed,1,4110000.0,2,3
75,75,2024-11-13,2024-11-13,completed,1,3024800.0,4,2
76,76,2024-04-11,2024-05-22,completed,1,1690200.0,2,3
77,77,2024-02-05,2024-06-11,completed,1,1630000.0,2,1
78,78,2024-10-30,2024-11-08,completed,1,3909000.0,3,3
79,79,2024-09-05,2024-09-13,completed,1,4821000.0,4,3
80,80,2024-05-04,2024-10-09,cancelled,1,9165000.0,4,2
81,81,2024-09-28,2024-10-13,completed,1,2169000.0,3,3
82,82,2024-02-02,2024-04-11,completed,1,1302000.0,2,3
83,83,2024-03-21,2024-11-03,completed,1,3340000.0,1,3
84,84,2024-02-08,2024-08-29,completed,1,2037000.0,1,1
85,85,2024-07-16,2024-07-24,completed,1,6717000.0,1,2
86,86,2024-04-15,2024-10-30,completed,1,5673000.0,4,3
87,87,2024-08-31,2024-11-10,completed,1,1833000.0,1,3
88,88,2024-03-15,2024-07-31,completed,1,5900000.0,2,1
89,89,2024-10-06,2024-10-25,completed,1,3260000.0,2,2
90,90,2024-05-17,2024-09-14,completed,1,1692900.0,2,1
91,91,2024-03-03,2024-10-08,completed,1,3651000.0,4,2
92,92,2024-08-08,2024-09-12,completed,1,7986000.0,1,2
93,93,2024-03-27,2024-05-19,cancelled,1,5067000.0,2,2
94,94,2024-03-07,2024-06-23,cancelled,1,526000.0,1,3
95,95,2024-08-01,2024-08-25,completed,1,2204000.0,4,3
96,96,2024-07-25,2024-09-25,completed,1,2934000.0,1,1
97,97,2024-06-29,2024-09-13,completed,1,3178000.0,2,1
98,98,2024-09-13,2024-09-29,completed,1,526000.0,4,1
99,99,2024-08-14,2024-09-30,completed,1,2990000.0,2,1
100,100,2024-09-06,2024-10-04,completed,1,8127000.0,2,3
101,101,2024-03-11,2024-11-02,completed,1,526000.0,2,1
102,102,2024-10-18,2024-10-18,completed,1,526000.0,2,2
103,103,2024-03-13,2024-03-20,completed,1,2463000.0,1,1
104,104,2024-05-04,2024-08-30,completed,1,818000.0,4,1
105,105,2024-07-23,2024-09-16,completed,1,556000.0,2,2
106,106,2024-04-02,2024-10-19,completed,1,4344000.0,3,2
107,107,2024-04-25,2024-05-18,completed,1,3334000.0,1,3
108,108,2024-06-28,2024-08-18,completed,1,1295000.0,4,1
109,109,2024-07-12,2024-10-18,completed,1,1326000.0,2,2
110,110,2024-11-05,2024-11-08,completed,1,803000.0,3,2
111,111,2024-06-12,2024-10-07,completed,1,2264000.0,1,2
112,112,2024-10-28,2024-10-29,completed,1,2496000.0,4,3
113,113,2024-04-20,2024-08-15,completed,1,10590000.0,4,1
114,114,2024-01-15,2024-05-17,completed,1,47882850.0,1,2
115,115,2024-01-11,2024-11-06,completed,1,9153000.0,2,3
116,116,2024-06-08,2024-09-17,completed,1,1378000.0,3,2
117,117,2024-08-04,2024-09-16,completed,1,7413000.0,4,2
118,118,2024-11-08,2024-11-11,completed,1,61868000.0,3,3
119,119,2024-04-14,2024-06-07,completed,1,8247000.0,4,1
120,120,2024-03-16,2024-10-10,completed,1,8382000.0,2,2
121,121,2024-04-28,2024-10-24,completed,1,526000.0,1,3
122,122,2024-07-04,2024-10-19,completed,1,2775000.0,2,3
123,123,2024-03-22,2024-10-13,completed,1,1791000.0,4,1
124,124,2024-05-11,2024-09-30,completed,1,37316000.0,3,2
125,125,2024-07-04,2024-10-17,cancelled,1,3342000.0,1,2
126,126,2024-08-17,2024-10-05,completed,1,6578000.0,4,2
127,127,2024-08-07,2024-09-20,completed,1,749000.0,3,3
128,128,2024-07-15,2024-09-30,completed,1,33360000.0,4,1
129,129,2024-01-05,2024-07-02,completed,1,4125000.0,2,2
130,130,2024-10-06,2024-11-02,completed,1,2454000.0,2,3
131,131,2024-07-14,2024-10-25,completed,1,44364000.0,2,1
132,132,2024-03-05,2024-08-17,completed,1,1336000.0,2,1
133,133,2024-08-07,2024-08-10,completed,1,1850000.0,1,1
134,134,2024-01-24,2024-05-31,completed,1,1613000.0,1,1
135,135,2024-03-08,2024-07-27,cancelled,1,2795850.0,1,1
136,136,2024-06-22,2024-07-20,completed,1,2510000.0,4,2
137,137,2024-05-28,2024-08-13,completed,1,4176000.0,3,1
138,138,2024-01-18,2024-08-17,cancelled,1,4248000.0,1,3
139,139,2024-01-28,2024-08-20,completed,1,5656300.0,3,1
140,140,2024-02-10,2024-07-02,completed,1,4344000.0,4,2
141,141,2024-09-20,2024-11-01,cancelled,1,3834000.0,1,2
142,142,2024-06-26,2024-10-07,completed,1,27573000.0,3,1
143,143,2024-07-28,2024-09-11,completed,1,9414000.0,2,3
144,144,2024-07-28,2024-08-13,completed,1,5331000.0,2,2
145,145,2024-07-09,2024-09-04,cancelled,1,1207450.0,4,3
146,146,2024-01-27,2024-04-24,completed,1,4125000.0,1,2
147,147,2024-01-18,2024-03-10,completed,1,1578000.0,1,3
148,148,2024-05-11,2024-07-03,completed,1,4248000.0,2,3
149,149,2024-08-04,2024-09-05,completed,1,1564000.0,4,3
150,150,2024-09-03,2024-10-17,completed,1,7488000.0,4,1
151,151,2024-09-21,2024-10-20,completed,1,6417000.0,1,1
152,152,2024-01-04,2024-07-26,completed,1,3939000.0,2,2
153,153,2024-03-16,2024-05-22,completed,1,399000.0,4,2
154,154,2024-09-04,2024-09-20,completed,1,1586000.0,1,1
155,155,2024-11-03,2024-11-09,completed,1,526000.0,4,1
156,156,2024-08-19,2024-09-03,completed,1,23146000.0,1,1
157,157,2024-02-29,2024-06-02,completed,1,1630000.0,3,3
158,158,2024-09-24,2024-09-26,completed,1,3267000.0,1,1
159,159,2024-06-05,2024-11-09,completed,1,3260000.0,1,2
160,160,2024-06-04,2024-09-13,cancelled,1,3288000.0,4,1
161,161,2024-01-29,2024-06-23,completed,1,3243000.0,4,2
162,162,2024-09-18,2024-09-26,completed,1,526000.0,1,2
163,163,2024-01-05,2024-04-27,completed,1,10710000.0,1,2
164,164,2024-04-19,2024-11-12,cancelled,1,5601000.0,1,3
165,165,2024-04-19,2024-07-16,completed,1,1454000.0,1,1
166,166,2024-04-26,2024-10-18,completed,1,2670000.0,2,1
167,167,2024-06-14,2024-09-06,completed,1,28363500.0,4,3
168,168,2024-09-27,2024-11-06,completed,1,5210000.0,3,1
169,169,2024-05-28,2024-06-23,completed,1,2852000.0,1,1
170,170,2024-10-01,2024-11-09,completed,1,6330000.0,2,1
171,171,2024-04-08,2024-05-25,completed,1,1498000.0,3,1
172,172,2024-10-03,2024-11-03,completed,1,12207000.0,3,3
173,173,2024-02-18,2024-09-09,cancelled,1,9614000.0,2,3
174,174,2024-07-15,2024-10-07,completed,1,3489000.0,2,3
175,175,2024-07-04,2024-08-15,completed,1,2330000.0,2,3
176,176,2024-04-16,2024-06-19,cancelled,1,2775000.0,2,2
177,177,2024-03-09,2024-04-04,cancelled,1,9984000.0,3,2
178,178,2024-01-29,2024-04-27,completed,1,1192250.0,4,2
179,179,2024-05-25,2024-06-07,completed,1,98184000.0,2,1
180,180,2024-08-09,2024-08-11,completed,1,2154000.0,2,1
181,181,2024-08-15,2024-11-05,cancelled,1,3090350.0,2,3
182,182,2024-01-25,2024-03-23,cancelled,1,685000.0,1,1
183,183,2024-10-01,2024-11-09,completed,1,1101000.0,4,1
184,184,2024-07-28,2024-11-11,completed,1,2552000.0,3,3
185,185,2024-01-12,2024-05-05,completed,1,526000.0,2,2
186,186,2024-09-09,2024-10-29,completed,1,8247000.0,1,3
187,187,2024-09-28,2024-10-18,completed,1,7500000.0,3,1
188,188,2024-08-02,2024-08-11,completed,1,1578000.0,3,2
189,189,2024-06-03,2024-10-22,completed,1,718000.0,4,3
190,190,2024-10-13,2024-10-19,completed,1,5691000.0,1,2
191,191,2024-03-01,2024-09-25,completed,1,5294000.0,4,2
192,192,2024-03-24,2024-05-10,completed,1,2346000.0,2,1
193,193,2024-10-06,2024-10-20,completed,1,3243000.0,2,3
194,194,2024-09-29,2024-10-15,completed,1,1190000.0,1,1
195,195,2024-04-17,2024-05-22,cancelled,1,5948000.0,1,1
196,196,2024-08-15,2024-10-01,completed,1,4890000.0,3,2
197,197,2024-08-25,2024-10-19,completed,1,6942000.0,3,3
198,198,2024-04-27,2024-06-03,completed,1,676000.0,1,1
199,199,2024-02-28,2024-06-13,completed,1,1578000.0,4,2
200,200,2024-09-16,2024-11-09,completed,1,2577000.0,1,3
201,201,2024-07-11,2024-08-12,completed,1,4890000.0,3,1
202,202,2024-07-27,2024-11-12,completed,1,5181300.0,4,1
203,203,2024-10-09,2024-10-21,completed,1,668000.0,2,3
204,204,2024-05-14,2024-08-12,completed,1,526000.0,3,2
205,205,2024-05-29,2024-05-31,completed,1,1548000.0,4,2
206,206,2024-03-28,2024-10-30,completed,1,3951000.0,2,2
207,207,2024-07-03,2024-07-23,cancelled,1,6228000.0,1,1
208,208,2024-02-06,2024-07-25,completed,1,3392000.0,4,2
209,209,2024-07-22,2024-11-05,completed,1,5655000.0,4,3
210,210,2024-10-24,2024-11-08,completed,1,1336000.0,4,1
211,211,2024-02-18,2024-09-07,cancelled,1,5457000.0,4,2
212,212,2024-09-24,2024-11-06,cancelled,1,2100000.0,3,1
213,213,2024-10-24,2024-11-12,completed,1,1658000.0,2,2
214,214,2024-08-16,2024-11-09,completed,1,1578000.0,1,2
215,215,2024-01-31,2024-10-28,completed,1,6503700.0,2,1
216,216,2024-10-27,2024-11-10,completed,1,3622000.0,3,2
217,217,2024-02-25,2024-06-04,completed,1,4878000.0,1,2
218,218,2024-03-06,2024-03-20,completed,1,4248000.0,1,3
219,219,2024-06-24,2024-07-30,completed,1,4838000.0,3,3
220,220,2024-10-03,2024-11-04,completed,1,2268000.0,3,1
221,221,2024-03-12,2024-03-23,completed,1,5766000.0,2,1
222,222,2024-03-01,2024-07-31,cancelled,1,31779000.0,1,3
223,223,2024-11-12,2024-11-13,completed,1,7764000.0,1,1
224,224,2024-06-11,2024-06-11,completed,1,1348000.0,3,3
225,225,2024-04-09,2024-09-10,completed,1,3260000.0,2,1
226,226,2024-04-03,2024-05-30,completed,1,1055700.0,1,2
227,227,2024-10-05,2024-10-07,completed,1,1416000.0,2,1
228,228,2024-09-04,2024-09-13,completed,1,1214000.0,3,3
229,229,2024-04-26,2024-07-22,completed,1,3260000.0,3,2
230,230,2024-08-03,2024-08-10,completed,1,3542000.0,4,2
231,231,2024-07-23,2024-10-20,completed,1,2887200.0,4,2
232,232,2024-06-15,2024-08-31,completed,1,1278000.0,2,1
233,233,2024-10-03,2024-11-07,completed,1,4238000.0,3,3
234,234,2024-05-22,2024-09-01,completed,1,3700000.0,1,3
235,235,2024-10-25,2024-10-29,completed,1,2427250.0,4,1
236,236,2024-11-06,2024-11-11,completed,1,2942000.0,1,1
237,237,2024-02-02,2024-10-18,completed,1,1139000.0,4,3
238,238,2024-02-18,2024-05-05,completed,1,4284000.0,2,2
239,239,2024-09-15,2024-11-08,completed,1,8991000.0,1,2
240,240,2024-06-15,2024-11-03,completed,1,1962000.0,3,1
241,241,2024-10-01,2024-10-10,completed,1,8739000.0,2,3
242,242,2024-06-18,2024-11-07,completed,1,1113000.0,2,3
243,243,2024-09-23,2024-10-09,cancelled,1,8721000.0,3,1
244,244,2024-10-30,2024-11-11,cancelled,1,11918000.0,1,2
245,245,2024-01-24,2024-05-28,cancelled,1,1665000.0,1,2
246,246,2024-03-25,2024-09-24,completed,1,2088000.0,4,3
247,247,2024-04-18,2024-09-19,completed,1,4398000.0,2,3
248,248,2024-03-10,2024-08-24,completed,1,940000.0,1,1
249,249,2024-06-25,2024-08-23,completed,1,1183000.0,4,1
250,250,2024-03-29,2024-05-03,completed,1,1756000.0,2,1
251,251,2024-05-21,2024-05-24,cancelled,1,526000.0,2,2
252,252,2024-05-19,2024-06-11,completed,1,1630000.0,2,2
253,253,2024-06-06,2024-08-24,completed,1,2178000.0,3,3
254,254,2024-09-03,2024-10-20,completed,1,1234000.0,4,3
255,255,2024-03-30,2024-04-08,completed,1,1728000.0,2,2
256,256,2024-09-24,2024-11-10,completed,1,1070000.0,2,2
257,257,2024-10-17,2024-10-23,completed,1,4815000.0,4,2
258,258,2024-11-02,2024-11-11,completed,1,2274000.0,4,2
259,259,2024-01-07,2024-04-10,completed,1,43650000.0,1,2
260,260,2024-07-10,2024-07-17,completed,1,5528000.0,4,3
261,261,2024-06-07,2024-09-29,cancelled,1,798000.0,1,2
262,262,2024-05-04,2024-08-08,cancelled,1,1630000.0,2,3
263,263,2024-11-04,2024-11-12,completed,1,1014000.0,4,3
264,264,2024-01-30,2024-06-28,completed,1,12631000.0,2,1
265,265,2024-06-01,2024-08-23,completed,1,5862000.0,3,1
266,266,2024-03-17,2024-09-21,cancelled,1,6906000.0,2,1
267,267,2024-07-28,2024-09-30,completed,1,526000.0,4,2
268,268,2024-06-01,2024-07-27,completed,1,3700000.0,4,1
269,269,2024-04-24,2024-09-12,cancelled,1,4071000.0,3,2
270,270,2024-01-23,2024-03-04,cancelled,1,3084000.0,3,3
271,271,2024-06-13,2024-11-01,completed,1,3465600.0,4,3
272,272,2024-04-11,2024-06-29,completed,1,526000.0,3,2
273,273,2024-07-14,2024-09-25,completed,1,4863000.0,4,3
274,274,2024-05-19,2024-09-02,completed,1,1275000.0,3,3
275,275,2024-06-03,2024-09-03,completed,1,5382000.0,4,3
276,276,2024-06-22,2024-10-12,completed,1,69006000.0,1,2
277,277,2024-09-03,2024-11-09,completed,1,3424000.0,1,1
278,278,2024-05-27,2024-09-29,completed,1,2786000.0,3,3
279,279,2024-09-25,2024-10-31,completed,1,53763000.0,4,1
280,280,2024-10-18,2024-11-03,completed,1,1585000.0,4,2
281,281,2024-06-30,2024-08-24,cancelled,1,5240000.0,3,2
282,282,2024-07-10,2024-08-02,completed,1,609000.0,1,2
283,283,2024-10-29,2024-11-01,completed,1,3734000.0,2,3
284,284,2024-05-28,2024-07-07,completed,1,2714000.0,4,2
285,285,2024-10-18,2024-10-31,completed,1,2128000.0,1,2
286,286,2024-05-29,2024-07-08,completed,1,671000.0,4,1
287,287,2024-09-28,2024-10-24,completed,1,4119200.0,3,3
288,288,2024-08-19,2024-10-05,completed,1,6507000.0,4,2
289,289,2024-05-17,2024-08-06,completed,1,17688000.0,3,1
290,290,2024-08-23,2024-08-24,completed,1,3084000.0,2,1
291,291,2024-04-19,2024-05-05,completed,1,39891000.0,3,3
292,292,2024-04-30,2024-08-06,completed,1,2170000.0,4,3
293,293,2024-09-25,2024-10-27,completed,1,4980000.0,2,2
294,294,2024-01-05,2024-05-02,completed,1,2896000.0,4,2
295,295,2024-10-09,2024-11-09,completed,1,2192000.0,1,2
296,296,2024-06-01,2024-11-01,completed,1,2410000.0,3,3
297,297,2024-05-14,2024-07-01,completed,1,1446000.0,4,3
298,298,2024-03-27,2024-08-12,completed,1,3048000.0,4,3
299,299,2024-10-14,2024-11-03,completed,1,2502000.0,3,3
300,300,2024-08-29,2024-10-24,completed,1,2514000.0,2,3
301,301,2024-01-29,2024-04-14,cancelled,1,3114000.0,3,2
302,302,2024-03-25,2024-10-01,completed,1,54219000.0,3,3
303,303,2024-11-01,2024-11-08,cancelled,1,1899000.0,2,3
304,304,2024-07-22,2024-08-31,completed,1,2388000.0,4,3
305,305,2024-06-19,2024-10-10,completed,1,526000.0,4,1
306,306,2024-03-09,2024-05-30,completed,1,1017000.0,3,3
307,307,2024-01-21,2024-09-24,completed,1,473400.0,1,3
308,308,2024-11-12,2024-11-12,completed,1,7900200.0,1,2
309,309,2024-01-24,2024-08-08,completed,1,655000.0,4,1
310,310,2024-03-19,2024-05-01,completed,1,617000.0,1,2
311,311,2024-02-23,2024-09-17,completed,1,1630000.0,3,2
312,312,2024-08-06,2024-08-17,completed,1,7140000.0,4,2
313,313,2024-04-22,2024-10-01,completed,1,5704000.0,3,1
314,314,2024-05-08,2024-07-15,completed,1,1052000.0,4,3
315,315,2024-08-30,2024-10-24,completed,1,12021300.0,4,2
316,316,2024-01-02,2024-03-16,completed,1,1578000.0,1,1
317,317,2024-02-26,2024-04-10,completed,1,1630000.0,2,2
318,318,2024-04-06,2024-04-21,completed,1,4131000.0,2,3
319,319,2024-02-26,2024-09-14,completed,1,1052000.0,4,2
320,320,2024-02-08,2024-02-28,completed,1,3888000.0,2,2
321,321,2024-08-11,2024-09-16,completed,1,676000.0,3,3
322,322,2024-10-30,2024-11-04,completed,1,3369000.0,3,2
323,323,2024-11-04,2024-11-10,completed,1,1413000.0,3,1
324,324,2024-04-13,2024-11-02,completed,1,3270000.0,1,1
325,325,2024-04-05,2024-10-19,completed,1,1836000.0,2,3
326,326,2024-04-05,2024-07-02,completed,1,2566000.0,4,3
327,327,2024-07-11,2024-09-09,completed,1,3753000.0,2,1
328,328,2024-09-02,2024-10-26,completed,1,7785000.0,1,2
329,329,2024-06-08,2024-08-28,cancelled,1,2484000.0,4,1
330,330,2024-01-11,2024-06-04,completed,1,1475000.0,4,2
331,331,2024-05-02,2024-09-15,completed,1,1827000.0,2,3
332,332,2024-07-29,2024-09-28,completed,1,12366000.0,4,1
333,333,2024-03-09,2024-08-06,completed,1,4053000.0,3,2
334,334,2024-01-12,2024-06-16,cancelled,1,2764000.0,1,2
335,335,2024-03-28,2024-05-09,completed,1,1564000.0,1,1
336,336,2024-06-24,2024-07-17,completed,1,2820000.0,4,3
337,337,2024-09-01,2024-09-23,completed,1,53064000.0,4,2
338,338,2024-01-03,2024-04-16,completed,1,4089000.0,3,1
339,339,2024-09-21,2024-11-07,completed,1,2872000.0,4,3
340,340,2024-02-27,2024-07-25,completed,1,2163600.0,1,2
341,341,2024-09-30,2024-10-19,completed,1,3260000.0,2,2
342,342,2024-01-01,2024-05-25,completed,1,30594000.0,4,2
343,343,2024-10-08,2024-11-13,completed,1,612000.0,4,1
344,344,2024-10-01,2024-10-17,completed,1,5458000.0,2,2
345,345,2024-11-07,2024-11-08,completed,1,1763100.0,4,1
346,346,2024-10-30,2024-11-10,completed,1,1272000.0,3,2
347,347,2024-01-06,2024-02-09,completed,1,8991000.0,1,3
348,348,2024-10-23,2024-10-24,completed,1,756000.0,1,1
349,349,2024-09-09,2024-10-13,completed,1,903000.0,4,1
350,350,2024-04-20,2024-08-27,completed,1,4890000.0,3,1
351,351,2024-03-22,2024-08-15,cancelled,1,2604000.0,1,1
352,352,2024-06-26,2024-08-28,completed,1,53064000.0,1,3
353,353,2024-04-02,2024-08-10,completed,1,2968000.0,2,1
354,354,2024-06-24,2024-10-07,completed,1,1394000.0,1,1
355,355,2024-07-03,2024-09-22,completed,1,3592000.0,1,2
356,356,2024-10-09,2024-10-12,completed,1,908000.0,4,1
357,357,2024-09-13,2024-10-24,completed,1,4722000.0,2,1
358,358,2024-07-07,2024-07-12,completed,1,35199000.0,1,1
359,359,2024-01-17,2024-02-10,cancelled,1,75806000.0,1,3
360,360,2024-01-05,2024-03-21,completed,1,655000.0,1,2
361,361,2024-01-14,2024-07-22,completed,1,1003000.0,4,2
362,362,2024-07-25,2024-09-06,completed,1,46004000.0,3,2
363,363,2024-06-11,2024-09-03,completed,1,1453000.0,1,1
364,364,2024-06-26,2024-10-06,completed,1,1620000.0,1,1
365,365,2024-02-06,2024-09-04,cancelled,1,2170000.0,2,1
366,366,2024-10-18,2024-10-29,completed,1,12073000.0,4,1
367,367,2024-03-15,2024-05-25,completed,1,830000.0,1,3
368,368,2024-04-15,2024-05-07,cancelled,1,1525000.0,4,1
369,369,2024-01-30,2024-04-24,completed,1,932000.0,4,3
370,370,2024-08-10,2024-08-29,completed,1,526000.0,3,1
371,371,2024-08-22,2024-09-29,completed,1,15877000.0,3,2
372,372,2024-07-22,2024-07-25,completed,1,3009000.0,4,2
373,373,2024-05-09,2024-08-12,completed,1,1512000.0,4,2
374,374,2024-08-14,2024-09-07,cancelled,1,1318000.0,1,3
375,375,2024-07-13,2024-10-08,completed,1,2308000.0,3,1
376,376,2024-11-11,2024-11-12,completed,1,5331000.0,2,2
377,377,2024-09-13,2024-10-16,cancelled,1,2762000.0,1,3
378,378,2024-08-18,2024-09-17,completed,1,65805000.0,1,2
379,379,2024-11-03,2024-11-04,completed,1,1290000.0,2,1
380,380,2024-01-24,2024-11-08,cancelled,1,3097000.0,1,1
381,381,2024-05-18,2024-07-05,completed,1,1782000.0,4,3
382,382,2024-05-29,2024-06-09,completed,1,2151900.0,4,2
383,383,2024-08-25,2024-10-25,completed,1,2337000.0,3,3
384,384,2024-08-25,2024-09-10,completed,1,19692000.0,4,3
385,385,2024-09-05,2024-10-16,completed,1,3484000.0,4,1
386,386,2024-01-28,2024-07-14,completed,1,2550000.0,1,2
387,387,2024-06-08,2024-11-04,completed,1,609000.0,3,1
388,388,2024-10-11,2024-10-31,completed,1,950000.0,2,3
389,389,2024-02-24,2024-03-21,completed,1,5901000.0,3,2
390,390,2024-05-04,2024-06-08,completed,1,42744000.0,3,1
391,391,2024-03-19,2024-08-25,completed,1,1780000.0,1,1
392,392,2024-02-13,2024-04-09,completed,1,1428000.0,1,2
393,393,2024-08-14,2024-10-17,completed,1,516000.0,3,3
394,394,2024-04-14,2024-10-23,completed,1,3141000.0,4,1
395,395,2024-03-29,2024-06-03,completed,1,4186000.0,4,3
396,396,2024-05-21,2024-06-19,completed,1,2820000.0,1,3
397,397,2024-04-15,2024-10-31,completed,1,706000.0,1,3
398,398,2024-01-10,2024-06-23,completed,1,2391000.0,3,2
399,399,2024-04-19,2024-08-06,completed,1,49674000.0,3,3
400,400,2024-03-10,2024-07-14,completed,1,744000.0,1,1
401,401,2024-11-13,2024-11-13,completed,1,2004000.0,3,2
402,402,2024-03-26,2024-10-30,completed,1,3729000.0,2,2
403,403,2024-07-25,2024-09-04,completed,1,3260000.0,4,1
404,404,2024-08-14,2024-08-30,completed,1,2010600.0,3,3
405,405,2024-01-02,2024-04-04,cancelled,1,8127000.0,1,1
406,406,2024-01-28,2024-02-29,cancelled,1,20256000.0,1,1
407,407,2024-08-20,2024-08-20,cancelled,1,4838000.0,3,3
408,408,2024-06-18,2024-10-03,completed,1,17748000.0,4,1
409,409,2024-07-20,2024-10-20,completed,1,1340000.0,3,2
410,410,2024-09-11,2024-10-05,completed,1,3164000.0,3,1
411,411,2024-09-26,2024-10-02,completed,1,4536000.0,1,1
412,412,2024-07-17,2024-08-12,completed,1,3136000.0,2,1
413,413,2024-04-27,2024-09-01,completed,1,1163000.0,4,1
414,414,2024-06-14,2024-10-01,cancelled,1,9036000.0,3,1
415,415,2024-10-31,2024-11-02,completed,1,1720000.0,3,3
416,416,2024-05-28,2024-08-05,completed,1,526000.0,2,3
417,417,2024-07-19,2024-10-12,completed,1,17994000.0,3,2
418,418,2024-05-31,2024-06-05,completed,1,4276000.0,3,2
419,419,2024-08-23,2024-09-07,completed,1,8904000.0,1,2
